,sequence_number,gold_difference,team_win,herald_difference,dragon_difference,kda_difference_top,kda_difference_jungle,kda_difference_mid,kda_difference_ad,kda_difference_sp,score_lane,score_role
252,253,557.0,0,0,0.0,3.33,-2.0,-5.0,1.33,-4.25,1.0,-1.0
253,254,2641.0,1,2,-1.0,0.0,0.0,4.8,-2.5,1.0,2.0,0.0
254,255,-1528.0,0,0,0.0,1.5,2.75,4.5,-1.5,-2.0,0.0,0.0
255,256,372.0,1,-2,-1.0,-3.0,-5.0,-0.5,0.0,1.0,1.0,1.0
256,257,10037.0,1,-2,0.0,-2.5,9.5,4.5,7.75,9.0,1.0,0.0
257,258,-3285.0,0,0,2.0,-3.0,-5.0,-2.0,-6.0,1.0,0.0,1.0
258,259,-4830.0,0,-1,-1.0,-4.75,-1.0,-3.67,-3.0,-2.0,2.0,-2.0
259,260,2893.0,1,2,0.0,0.6699999999999999,4.5,10.0,3.0,4.0,-2.0,-1.0
260,261,-1505.0,0,1,0.0,2.75,-0.5,-6.0,-3.0,0.5,0.0,-2.0
261,262,1892.0,1,-2,-1.0,-0.33,0.5800000000000001,-0.4000000000000001,0.5,1.0,-2.0,-1.0
262,263,4971.0,1,2,-1.0,-2.0,5.5,0.92,1.5,5.67,0.0,1.0
263,264,-5220.0,0,-2,1.0,-4.0,-1.0,3.5,-4.33,0.8300000000000001,0.0,1.0
264,265,851.0,0,0,-2.0,-1.5,-9.25,2.67,-1.25,0.3999999999999999,0.0,-1.0
265,266,-4541.0,0,0,1.0,-4.0,0.92,-1.17,-2.0,-3.0,1.0,0.0
266,267,-5250.0,1,2,0.0,1.3,-4.0,-6.0,-7.0,-3.5,1.0,0.0
267,268,-894.0,0,-2,1.0,5.4,-0.33,-1.0,-0.1699999999999999,-0.5,0.0,0.0
268,269,3950.0,0,2,0.0,-2.33,2.5,0.0,5.0,10.0,0.0,-1.0
269,270,-1588.0,1,0,-1.0,0.0,-1.0,-1.5,-4.75,4.33,0.0,-1.0
270,271,-3966.0,1,1,0.0,-0.6699999999999999,-4.0,6.33,-1.25,-0.5,-2.0,0.0
271,272,1020.0,1,2,-1.0,10.5,1.5,-2.0,1.25,1.5,1.0,1.0
272,273,3074.0,1,1,0.0,2.0,5.0,2.5,3.0,2.0,1.0,0.0
273,274,3302.0,0,-2,-1.0,2.5,-1.0,-0.33,2.5,0.6699999999999999,0.0,-1.0
274,275,6493.0,1,2,-2.0,7.67,4.67,2.33,-0.25,2.0,-1.0,0.0
275,276,3237.0,0,-2,0.0,0.83,5.0,2.0,3.33,-1.67,-1.0,1.0
276,277,-1390.0,0,-2,2.0,3.75,-4.0,-7.0,-0.5,-5.5,-1.0,-1.0
277,278,-9606.0,0,1,0.0,-2.0,-5.0,-5.0,-4.0,-0.3,-2.0,1.0
278,279,268.0,0,-2,2.0,2.0,3.67,3.0,0.6699999999999999,-1.16,-1.0,0.0
279,280,3661.0,1,2,1.0,4.5,-0.53,0.0,-2.17,-4.0,-1.0,1.0
280,281,1620.0,1,0,0.0,-1.0,1.33,3.0,5.0,6.75,0.0,-1.0
281,282,-813.0,0,-2,0.0,4.4,-8.75,-1.0,-4.33,-2.5,0.0,-1.0
282,283,-1423.0,0,-2,-1.0,-0.5,2.5,2.17,0.1699999999999999,-0.1999999999999999,-1.0,0.0
283,284,-4637.0,0,0,0.0,-2.0,-1.5,-2.25,-1.7,-2.75,2.0,0.0
284,285,-1137.0,1,0,-2.0,-1.5,0.6699999999999999,-1.0,0.0,0.0,0.0,2.0
285,286,4748.0,1,0,1.0,0.6699999999999999,0.0,-0.75,1.25,4.29,2.0,1.0
286,287,3383.0,1,0,-1.0,-1.0,4.0,1.8,5.0,4.0,0.0,2.0
287,288,-10304.0,0,-2,2.0,-0.6699999999999999,-6.5,-3.33,-6.6,-3.0,1.0,2.0
288,289,3411.0,1,0,-2.0,1.0,5.0,1.5,4.7,6.33,1.0,1.0
289,290,4553.0,1,-1,-1.0,0.0,-3.5,6.0,2.25,0.0,1.0,0.0
290,291,-4699.0,0,-2,1.0,1.0,-8.67,-6.5,-2.25,-5.0,4.0,0.0
291,292,-318.0,1,2,-1.0,-1.0,-2.0,3.0,3.0,-0.5,2.0,0.0
292,293,-3688.0,0,-2,2.0,1.5,-9.5,-8.8,0.0,-4.0,0.0,1.0
293,294,3569.0,1,0,2.0,2.5,1.83,2.5,3.0,2.5,1.0,0.0
294,295,-14572.0,0,-2,1.0,-3.0,-7.5,-10.0,-3.1,-1.67,0.0,-1.0
295,296,-359.0,0,0,1.0,-2.5,-1.0,-3.0,-1.5,-4.33,0.0,0.0
296,297,5764.0,1,1,-1.0,5.8,8.33,0.5800000000000001,5.5,5.5,0.0,-1.0
297,298,3320.0,0,2,-1.0,1.0,-1.0,0.5,1.0,3.5,3.0,-1.0
298,299,8646.0,1,0,-2.0,0.8300000000000001,15.0,4.0,10.5,11.6,0.0,-1.0
299,300,3168.0,1,0,1.0,0.5,4.25,8.6,-1.0,0.0,0.0,1.0
300,301,-7130.0,0,-1,1.0,-1.83,-10.0,-2.5,-6.5,-2.67,2.0,1.0
301,302,-630.0,0,0,-1.0,4.0,-2.2,1.75,4.67,5.5,0.0,2.0
302,303,-1432.0,0,1,2.0,1.17,-0.1699999999999999,-0.6600000000000001,-6.25,-0.4499999999999999,-2.0,0.0
303,304,-54.0,0,2,-1.0,0.66,-0.33,1.0,-5.0,-6.33,0.0,0.0
304,305,2053.0,1,-2,1.0,1.0,3.5,-4.0,-2.0,1.5,0.0,-1.0
305,306,2753.0,1,2,-1.0,1.17,4.33,3.0,0.33,0.3399999999999998,0.0,0.0
306,307,-5271.0,0,1,1.0,-1.0,-8.0,-0.5,-0.75,-3.75,0.0,0.0
307,308,-3142.0,1,-2,0.0,2.0,-2.33,0.0,-1.0,-2.0,1.0,-1.0
308,309,-1628.0,1,-1,1.0,2.0,-1.33,-0.1699999999999999,0.0,0.5,-2.0,0.0
309,310,-71.0,0,2,1.0,-2.0,3.0,4.0,0.0,-2.0,0.0,0.0
310,311,-694.0,1,0,-1.0,-2.67,-2.0,3.33,1.0,2.5,-1.0,0.0
311,312,-10135.0,0,-2,2.0,2.4,-12.33,-5.6,-13.0,-3.0,2.0,0.0
312,313,3751.0,1,2,1.0,1.0,1.33,3.5,-4.67,1.67,2.0,-1.0
313,314,-5180.0,0,2,1.0,0.5800000000000001,-6.0,-5.5,-1.92,-11.0,2.0,-1.0
314,315,4247.0,1,0,1.0,4.5,1.42,3.5,10.0,3.5,0.0,-1.0
315,316,3318.0,1,2,-2.0,6.0,0.0,3.21,-1.0,-0.6699999999999999,-1.0,2.0
316,317,-6304.0,0,0,2.0,-4.0,-7.33,-2.0,-1.5,-0.1699999999999999,2.0,2.0
317,318,5643.0,1,1,0.0,2.17,7.67,2.5,3.0,0.6699999999999999,1.0,-1.0
318,319,-7927.0,0,-2,2.0,-3.75,-2.0,1.0,-2.0,-3.0,2.0,0.0
319,320,-12333.0,0,-2,2.0,-3.0,-7.83,-5.33,-10.33,-5.17,0.0,0.0
320,321,5775.0,1,2,-2.0,1.5,3.0,2.0,2.5,2.0,3.0,0.0
321,322,-2213.0,0,-1,1.0,-3.5,-4.4,-2.5,-0.1999999999999999,-7.67,1.0,0.0
322,323,-1196.0,0,2,1.0,-4.0,-7.5,-1.33,-0.92,-2.67,-2.0,0.0
323,324,-4631.0,0,1,-1.0,-2.0,0.75,-0.6699999999999999,-1.34,-0.1699999999999999,0.0,0.0
324,325,3601.0,1,2,0.0,4.8,3.0,1.0,0.0,0.0,1.0,0.0
325,326,5978.0,1,0,-1.0,7.57,6.1,2.5,1.0,2.4,0.0,0.0
326,327,-126.0,1,2,1.0,0.0,-2.0,-3.0,-3.0,3.0,0.0,0.0
327,328,-2011.0,0,-1,1.0,2.0,-1.25,-2.17,2.0,-0.1699999999999999,0.0,0.0
328,329,-3413.0,1,2,-1.0,0.0,1.67,0.0,0.1699999999999999,-7.67,1.0,-1.0
329,330,3094.0,1,2,0.0,0.0,-1.0,0.0,3.67,1.0,-1.0,-2.0
330,331,-3342.0,0,-2,2.0,-1.6,-3.0,-1.0,-2.0,-2.0,0.0,0.0
331,332,-1999.0,0,0,2.0,-3.5,1.25,8.0,-6.67,-2.17,1.0,-1.0
332,333,4521.0,0,2,-2.0,1.5,6.25,-1.67,-1.0,0.5,1.0,-1.0
333,334,-855.0,0,-2,0.0,-2.0,-4.0,-6.8,0.5,1.2,0.0,0.0
334,335,3561.0,1,1,-1.0,-0.83,3.0,3.33,1.67,0.8300000000000001,4.0,0.0
335,336,-827.0,0,0,1.0,0.0,-2.0,-4.0,-0.25,-2.0,0.0,1.0
336,337,4477.0,1,1,-1.0,0.1,-1.25,-2.0,-0.4499999999999999,4.25,2.0,-1.0
337,338,10979.0,1,0,-2.0,2.67,0.5,5.5,7.0,6.75,-1.0,0.0
338,339,-5262.0,0,-2,1.0,0.0,0.0,-1.0,-1.5,0.0,-1.0,0.0
339,340,11845.0,1,1,0.0,2.25,2.2,0.5,10.5,3.75,-3.0,0.0
340,341,2737.0,0,2,0.0,1.25,3.5,0.25,4.0,10.0,-3.0,-1.0
341,342,-4191.0,0,0,2.0,-5.0,-3.67,-2.0,2.0,3.0,1.0,0.0
342,343,-662.0,0,2,1.0,-1.0,0.33,-7.8,-0.25,-6.0,-1.0,-1.0
343,344,-1669.0,1,2,0.0,-1.17,-1.5,-2.5,1.0,1.0,1.0,1.0
344,345,11849.0,1,1,-1.0,5.0,8.75,2.5,1.5,3.0,1.0,2.0
345,346,3404.0,0,2,0.0,1.75,2.33,1.0,0.0,2.0,-1.0,-1.0
346,347,3666.0,0,2,1.0,-2.25,-1.0,0.0,3.0,2.67,1.0,2.0
347,348,1147.0,0,0,1.0,3.0,1.0,-3.67,1.0,2.0,0.0,-1.0
348,349,-14212.0,0,-1,1.0,-2.75,-6.33,-6.0,-6.8,-8.0,-2.0,-1.0
349,350,7493.0,1,1,-2.0,6.5,4.0,-0.6699999999999999,2.25,11.0,1.0,0.0
350,351,6613.0,1,0,-2.0,0.6699999999999999,0.75,3.33,2.5,3.5,0.0,0.0
351,352,90.0,1,2,-2.0,-2.5,1.6,7.75,1.0,2.5,2.0,2.0
352,353,-6765.0,0,-2,0.0,0.25,-4.0,-8.62,-3.5,-2.0,0.0,0.0
353,354,8303.0,1,1,2.0,-1.17,12.8,4.9,3.0,5.67,-1.0,0.0
354,355,-3062.0,0,0,-1.0,1.75,3.5,1.0,-0.75,-1.33,1.0,-1.0
355,356,-5585.0,0,0,1.0,4.8,-4.67,-4.5,-9.0,-7.8,1.0,-1.0
356,357,-1726.0,1,0,1.0,3.67,-1.0,-0.75,3.0,-2.0,3.0,-2.0
357,358,-6921.0,0,1,1.0,-1.0,-7.75,0.0,-12.2,-9.2,-1.0,-1.0
358,359,-1605.0,0,2,0.0,5.8,-2.0,-2.0,-3.5,-8.25,1.0,-1.0
359,360,2161.0,1,2,-2.0,-1.0,1.0,-2.0,0.5,-3.0,1.0,0.0
360,361,9373.0,1,2,1.0,8.0,5.0,1.0,1.0,3.0,0.0,0.0
361,362,2082.0,0,0,0.0,2.1,2.0,-1.0,4.5,3.5,-1.0,1.0
362,363,-3783.0,0,0,1.0,0.0,-3.0,-2.0,-4.33,-1.5,2.0,1.0
363,364,-6187.0,0,0,-2.0,0.0,-3.33,-9.0,-4.5,-5.5,1.0,1.0
364,365,6625.0,1,0,0.0,-2.5,8.0,1.0,3.67,8.67,-1.0,1.0
365,366,-5567.0,0,-2,2.0,2.0,-3.17,-3.0,-9.0,-8.25,0.0,-1.0
366,367,-3834.0,0,0,-1.0,0.0,-2.0,-2.0,-2.5,-6.33,-1.0,-2.0
367,368,-2881.0,1,0,-2.0,-7.0,-3.0,-4.5,2.0,4.0,0.0,0.0
368,369,11585.0,1,1,-1.0,4.0,8.0,6.0,2.1,8.33,0.0,-1.0
369,370,8056.0,1,0,-1.0,14.33,-0.33,3.25,7.5,7.5,-2.0,-1.0
370,371,-6558.0,0,-2,1.0,-2.9,-9.2,5.0,-3.33,-2.75,2.0,0.0
371,372,1672.0,0,2,2.0,-4.0,3.67,0.5,-0.1699999999999999,2.17,-2.0,0.0
372,373,2019.0,1,0,-1.0,-1.0,-1.0,4.0,6.33,5.75,-2.0,0.0
373,374,4485.0,1,-1,0.0,-0.83,-0.6699999999999999,0.0,2.0,-5.0,0.0,0.0
374,375,6753.0,1,2,1.0,0.83,4.5,6.0,4.5,3.0,1.0,0.0
375,376,1603.0,1,-2,2.0,-0.1699999999999999,-6.25,0.5,12.0,-3.5,1.0,0.0
376,377,-2523.0,0,2,-1.0,3.0,-0.33,-4.5,-5.0,-3.0,-1.0,0.0
377,378,-7707.0,0,-2,2.0,-5.0,-2.25,-9.0,-2.33,-2.29,1.0,0.0
378,379,-7773.0,0,0,0.0,-6.6,-4.17,0.0,-10.67,-11.0,0.0,-1.0
379,380,-1632.0,0,0,1.0,1.5,0.0,3.0,4.0,2.7,2.0,0.0
380,381,-7443.0,0,-1,0.0,-0.83,-4.5,-9.33,-3.62,-6.5,-1.0,0.0
381,382,-162.0,0,0,1.0,2.0,-2.0,-2.17,-1.0,-0.5,1.0,-1.0
382,383,-546.0,1,0,-1.0,-3.0,1.0,-2.0,3.0,2.0,-4.0,0.0
383,384,3095.0,0,1,0.0,-1.0,-1.5,1.0,-4.0,-1.0,-2.0,-1.0
384,385,-4581.0,0,2,-1.0,1.0,-1.08,-3.5,-9.67,-1.83,1.0,0.0
385,386,6412.0,1,2,0.0,1.33,4.33,3.0,1.0,-2.0,-1.0,1.0
386,387,-6221.0,0,-2,2.0,-6.75,-7.0,-0.5,-4.5,-7.0,-1.0,0.0
387,388,-5313.0,0,-2,0.0,0.0,1.5,-1.17,2.33,1.0,0.0,1.0
388,389,1254.0,0,0,1.0,1.5,0.0,0.0,-3.0,-2.0,1.0,2.0
389,390,-7066.0,0,2,-1.0,-1.0,-1.0,-1.0,-5.0,-4.0,2.0,1.0
390,391,-2926.0,0,0,-1.0,-4.0,-2.67,0.5,-1.75,2.0,-1.0,-1.0
391,392,1076.0,0,-1,1.0,2.5,-3.0,3.0,1.25,7.0,0.0,0.0
392,393,-1722.0,0,0,2.0,-1.0,0.0,1.75,-2.33,5.0,0.0,1.0
393,394,-5199.0,0,-2,2.0,-1.0,2.0,1.0,-2.0,-7.4,0.0,1.0
394,395,3130.0,1,2,-2.0,0.0,-1.0,2.17,-1.5,0.1699999999999999,0.0,0.0
395,396,-1030.0,1,0,-1.0,0.6699999999999999,1.0,0.0,0.33,-1.83,1.0,1.0
396,397,5884.0,0,2,0.0,3.67,10.5,3.17,-1.0,-1.5,0.0,1.0
397,398,2220.0,1,-2,-1.0,-0.1,4.0,-1.08,8.71,13.25,3.0,1.0
398,399,6784.0,1,-2,-2.0,2.27,8.33,9.0,7.0,16.83,-3.0,-1.0
399,400,41.0,0,1,-1.0,-5.67,0.0,-1.0,1.0,6.4,1.0,0.0
400,401,2563.0,1,2,-2.0,0.0,-3.0,2.0,-2.0,2.25,-1.0,-1.0
401,402,2602.0,1,2,-2.0,0.5,7.33,2.0,7.0,0.27,0.0,0.0
402,403,3282.0,1,0,-1.0,-1.75,3.5,3.0,0.75,0.6699999999999999,-3.0,0.0
403,404,-1246.0,0,0,1.0,1.33,-2.33,4.5,1.0,-4.83,-2.0,0.0
404,405,5435.0,1,2,-1.0,2.0,1.9,-1.5,0.25,3.56,0.0,0.0
405,406,-3609.0,0,-2,2.0,1.67,-2.0,0.0,-5.5,-4.25,2.0,-1.0
406,407,-2216.0,0,-1,2.0,0.0,2.0,1.67,-4.0,-4.0,-2.0,0.0
407,408,4936.0,1,2,-1.0,-1.0,3.0,0.0,-0.66,0.0,-2.0,0.0
408,409,4622.0,1,2,-1.0,-1.0,3.83,-3.67,8.33,2.33,5.0,2.0
409,410,-799.0,0,-2,1.0,-0.5,-5.25,-2.0,-1.4,-8.0,0.0,1.0
410,411,675.0,0,0,2.0,0.6699999999999999,10.75,1.85,-1.0,-0.25,0.0,0.0
411,412,5532.0,0,0,1.0,7.8,2.08,-1.5,4.14,2.17,1.0,0.0
412,413,2720.0,0,1,0.0,-1.5,1.33,-2.0,1.42,-0.08,1.0,-1.0
413,414,-6242.0,0,0,-1.0,-1.0,-6.33,-4.33,2.5,0.3399999999999998,0.0,0.0
414,415,-3797.0,1,0,1.0,-4.0,-4.0,-2.0,-1.5,-2.0,2.0,0.0
415,416,-1859.0,0,2,1.0,-3.0,0.33,-1.0,-3.0,0.0,0.0,2.0
416,417,-6768.0,0,-1,1.0,-0.5,-4.0,-2.0,-4.0,-3.0,1.0,-1.0
417,418,1542.0,1,0,-1.0,-1.0,-3.0,3.67,-1.0,0.5,0.0,-1.0
418,419,-3305.0,0,-1,-1.0,-1.75,1.33,-3.0,2.07,0.1699999999999999,0.0,1.0
419,420,2317.0,1,2,1.0,2.5,1.5,2.9,-3.0,-1.0,0.0,1.0
420,421,-873.0,0,0,1.0,2.67,-0.3399999999999998,-7.0,-1.0,-2.0,1.0,2.0
421,422,-7242.0,0,-1,1.0,-3.0,-1.42,-2.67,-7.5,-3.0,-1.0,-1.0
422,423,-6582.0,0,0,0.0,-6.5,-1.0,-1.83,-0.25,-1.8,1.0,2.0
423,424,1031.0,0,1,1.0,1.33,-1.93,4.5,-0.75,2.0,-2.0,-1.0
424,425,2669.0,1,-1,1.0,-1.67,3.33,-1.0,3.1,-3.0,2.0,0.0
425,426,6389.0,1,1,-1.0,9.8,10.33,3.0,8.33,8.0,-1.0,0.0
426,427,-7275.0,0,-1,2.0,-2.2,-8.33,-7.83,-3.0,-3.0,-1.0,-1.0
427,428,4602.0,1,0,-2.0,-0.25,8.0,-0.5800000000000001,5.75,7.0,2.0,0.0
428,429,599.0,0,1,0.0,1.58,10.4,1.33,0.33,-1.75,0.0,0.0
429,430,-1398.0,0,0,1.0,0.08,-1.0,-1.0,1.0,-1.0,0.0,0.0
430,431,-1090.0,1,0,1.0,-3.25,-3.67,-2.33,-1.15,-2.33,-1.0,0.0
431,432,2874.0,0,2,-1.0,-0.6699999999999999,0.0,-3.5,-4.0,3.33,0.0,-1.0
432,433,-5698.0,0,-2,2.0,-6.0,-3.67,-1.0,0.0,-1.0,-2.0,-1.0
433,434,-2059.0,0,-2,-2.0,-0.83,-5.75,-0.6600000000000001,0.33,3.25,-1.0,1.0
434,435,-605.0,0,1,2.0,-3.0,-5.5,-0.5,-0.33,0.0,-1.0,0.0
435,436,12024.0,1,1,0.0,5.45,9.8,2.33,10.43,10.0,1.0,0.0
436,437,-1627.0,0,1,2.0,0.5,-2.5,-5.0,2.5,-0.6699999999999999,-1.0,0.0
437,438,-2894.0,0,-2,2.0,-0.5,-1.0,4.33,-1.0,-2.67,2.0,1.0
438,439,1580.0,1,2,1.0,1.6,6.0,-0.3999999999999999,-0.08,3.0,1.0,0.0
439,440,10678.0,1,1,-2.0,7.0,6.7,5.0,10.4,13.33,0.0,0.0
440,441,3825.0,1,-1,0.0,2.57,1.33,1.14,-3.0,-3.0,2.0,1.0
441,442,-641.0,1,2,-1.0,0.0,-1.8,-9.0,4.0,-1.5,1.0,0.0
442,443,1901.0,1,2,0.0,0.5,5.33,3.0,0.0,0.75,0.0,0.0
443,444,888.0,0,1,1.0,-1.0699999999999998,11.5,0.0,-0.75,-4.0,0.0,-1.0
444,445,3670.0,0,0,-1.0,2.0,0.0,1.2,3.5,2.0,0.0,1.0
445,446,-553.0,1,2,1.0,1.5,0.0,-6.67,0.25,-0.6699999999999999,-2.0,0.0
446,447,3396.0,1,2,-1.0,-0.83,2.5,3.75,-0.7,-1.5,-1.0,-2.0
447,448,-5885.0,0,-2,1.0,-1.0,-1.75,-4.0,-4.25,-0.5,1.0,-1.0
448,449,3320.0,1,2,1.0,4.33,0.5,-5.0,1.0,0.0,2.0,1.0
449,450,1152.0,0,2,-1.0,-3.67,-2.33,-5.0,1.0,1.33,0.0,1.0
450,451,2014.0,0,0,2.0,1.0,-4.5,-2.0,-5.5,-0.6699999999999999,0.0,0.0
451,452,362.0,0,2,-1.0,1.0,4.33,-1.33,-3.0,-0.5,2.0,0.0
452,453,-4554.0,0,2,1.0,-6.6,-3.5,-2.0,-5.0,-2.83,0.0,1.0
453,454,717.0,1,2,-2.0,-0.1699999999999999,3.33,9.29,-2.33,-3.67,-1.0,0.0
454,455,-5761.0,1,-2,2.0,-0.25,-7.0,-1.0,-2.4,-11.0,3.0,0.0
455,456,-5734.0,0,-2,2.0,2.0,0.0,0.5,0.0,-0.92,-1.0,0.0
456,457,-1728.0,1,-2,0.0,-0.8300000000000001,-6.5,0.0,-1.67,-6.67,1.0,0.0
457,458,-10343.0,0,0,2.0,-1.33,-9.0,-0.5,-1.25,-3.0,1.0,0.0
458,459,-719.0,1,-2,-1.0,-4.67,-3.0,-0.5,3.0,3.0,0.0,0.0
459,460,-4665.0,0,0,2.0,-5.0,-7.5,-6.0,0.5,-6.0,1.0,2.0
460,461,-6287.0,0,-1,0.0,-5.0,-3.0,0.0,-3.25,1.33,0.0,0.0
461,462,-10367.0,0,-2,0.0,-4.0,-5.0,-5.0,-2.0,-6.0,1.0,-1.0
462,463,13201.0,1,1,-2.0,7.0,12.71,6.8,5.5,10.0,1.0,1.0
463,464,7040.0,1,2,-1.0,1.5,2.0,4.4,2.67,5.75,0.0,1.0
464,465,-3508.0,0,-2,2.0,-0.25,-3.5,0.33,-1.33,-0.25,-1.0,1.0
465,466,-8817.0,0,-2,2.0,1.0,-6.0,-10.75,-6.0,-10.67,0.0,0.0
466,467,3966.0,1,2,0.0,-5.0,-2.5,0.33,-0.3399999999999998,0.6600000000000001,1.0,0.0
467,468,6835.0,1,2,0.0,3.0,-2.0,3.5,2.5,3.0,-2.0,0.0
468,469,7140.0,1,2,-1.0,1.33,0.75,-3.0,3.0,2.25,1.0,-1.0
469,470,-7749.0,0,1,2.0,-6.75,-12.33,-1.75,-1.33,-7.25,-1.0,0.0
470,471,-3245.0,0,1,1.0,-1.5,-3.0,3.33,-2.5,-0.3299999999999999,1.0,0.0
471,472,4117.0,1,0,1.0,1.5,7.5,9.5,-0.5,1.47,0.0,1.0
472,473,-11669.0,0,-1,1.0,-5.25,-3.9,-13.0,-3.83,-15.0,-1.0,-1.0
473,474,4063.0,1,1,-1.0,1.25,0.0,1.0,1.0,7.2,-1.0,0.0
474,475,582.0,1,0,-1.0,4.0,-5.67,2.67,-7.4,-6.0,0.0,0.0
475,476,2923.0,1,0,-1.0,-0.3299999999999999,-0.8300000000000001,-1.21,2.84,7.0,0.0,-1.0
476,477,-3658.0,0,0,-1.0,-8.0,-0.5,-5.6,-0.6600000000000001,-0.33,-2.0,-1.0
477,478,-3164.0,0,0,-1.0,-1.0,-3.5,-3.5,-2.0,-6.0,0.0,0.0
478,479,8067.0,1,2,-1.0,1.5,8.5,1.83,4.5,3.0,-3.0,-1.0
479,480,-278.0,0,2,1.0,0.0,1.0,-2.33,-4.0,-0.5,-2.0,-1.0
480,481,-974.0,1,1,-1.0,1.0,4.5,1.0,2.13,4.75,0.0,0.0
481,482,6663.0,1,-1,-1.0,1.5,6.5,2.75,2.0,1.0,-1.0,-1.0
482,483,-5020.0,0,-1,2.0,0.0,1.0,-2.0,-2.0,-4.0,-1.0,0.0
483,484,-6216.0,0,-2,2.0,-2.0,0.1699999999999999,-1.0,-2.7,-10.75,1.0,0.0
484,485,7396.0,1,0,-2.0,-2.0,-4.5,1.53,6.0,4.5,-1.0,1.0
485,486,-5687.0,0,0,2.0,-0.5,-0.5,-1.5,-5.5,-1.0,2.0,0.0
486,487,-5934.0,1,1,1.0,-2.0,-5.5,1.0,-11.75,-5.8,-1.0,0.0
487,488,-2238.0,0,0,0.0,-1.0,1.17,-1.0,2.0,-0.4199999999999999,1.0,2.0
488,489,3194.0,1,2,-2.0,1.5,6.0,4.75,1.5,5.67,2.0,-1.0
489,490,-9925.0,0,-2,2.0,-3.0,-9.75,-8.75,-8.0,-5.75,2.0,-1.0
490,491,-8190.0,0,-2,2.0,2.0,-7.5,-3.67,-7.33,-9.83,0.0,-1.0
491,492,2517.0,0,2,-2.0,1.0,1.5,-2.5,-1.0,-1.0,0.0,-1.0
492,493,-4058.0,1,0,0.0,-1.5,1.0,0.5,7.33,8.33,1.0,2.0
493,494,-5927.0,0,2,-1.0,-7.86,-4.4,-1.0,-2.5,-2.5,0.0,0.0
494,495,-2565.0,1,0,1.0,0.6699999999999999,0.25,3.67,0.0,-0.0499999999999998,-1.0,1.0
495,496,11028.0,1,1,1.0,4.0,4.0,2.0,1.0,0.0,1.0,-1.0
496,497,-9533.0,0,-2,1.0,-4.5,-5.0,-4.17,-5.0,-7.0,-3.0,0.0
497,498,-2424.0,0,0,-1.0,-4.0,-2.67,2.0,-1.17,-7.75,-1.0,-1.0
498,499,-8311.0,0,-2,1.0,-4.9,-13.6,-1.0,-2.67,-1.5,2.0,0.0
499,500,1354.0,0,0,-1.0,-2.4,-2.83,-0.33,9.25,7.2,1.0,0.0
500,501,4955.0,1,2,0.0,1.0,8.0,9.0,1.5,2.83,0.0,-1.0
