link,gold_difference_at_20_minutes,turret_difference_at_20_minutes,dragon_difference_at_20_minutes,Team_Win,kda_top_blue,kda_top_red,kda_jungle_blue,kda_jungle_red,kda_mid_blue,kda_mid_red,kda_ad_blue,kda_ad_red,kda_sp_blue,kda_sp_red,herald_difference_at_20_minutes
/match/eune/3356126120,5618.0,1.0,2.0,blue,5.5,1.67,6.0,1.4,5.0,1.2,10.0,0.5,4.33,1.14,2
/match/eune/3356111692,4151.0,1.0,0.0,blue,6.0,0.86,5.5,1.8,2.0,2.0,1.4,4.33,1.8,3.5,2
/match/eune/3356110264,2930.0,1.0,3.0,blue,2.0,0.5,6.0,0.25,2.0,2.5,1.0,2.0,9.0,0.67,2
/match/eune/3356090592,-3247.0,0.0,-2.0,red,0.67,2.0,1.75,6.0,0.67,5.0,2.5,1.5,1.0,3.0,0
/match/eune/3356083680,-4001.0,-2.0,0.0,red,0.43,8.0,6.0,3.33,2.2,1.67,5.0,1.0,3.0,0.88,-2
/match/eune/3356069796,-4347.0,0.0,-1.0,red,2.0,10.0,1.0,10.0,0.71,5.0,1.5,5.0,1.0,1.0,-2
/match/eune/3356044545,969.0,-2.0,-1.0,red,1.5,1.67,3.0,2.75,3.0,12.0,1.0,2.5,3.0,3.5,2
/match/eune/3356036429,4037.0,1.0,-2.0,red,3.0,0.67,2.6,2.5,1.0,1.2,5.0,0.89,7.5,2.33,0
/match/eune/3356021674,4716.0,-1.0,0.0,blue,6.0,0.4,8.0,0.57,8.0,0.71,6.33,0.8,5.67,1.0,0
/match/eune/3355961837,-1387.0,2.0,3.0,blue,2.0,1.4,2.0,2.67,4.0,2.0,1.33,5.0,1.67,7.0,0
/match/eune/3355921749,-648.0,-3.0,-2.0,red,3.0,1.75,6.5,3.33,1.0,3.5,6.33,1.4,4.67,1.0,-2
/match/eune/3355927318,5607.0,3.0,1.0,blue,0.2,11.0,2.25,5.5,0.4,1.0,4.25,0.29,13.0,1.33,2
/match/eune/3355840737,-285.0,2.0,-1.0,red,1.4,0.6,4.0,2.17,0.8,9.0,1.8,2.25,2.0,3.5,1
/match/eune/3355821707,-9335.0,-2.0,-1.0,red,0.0,7.0,3.33,3.67,3.67,3.0,1.0,1.43,1.83,3.5,-2
/match/eune/3355814363,-2461.0,-3.0,-1.0,blue,2.67,2.0,2.67,5.0,1.0,2.5,4.0,1.0,2.0,2.5,0
/match/eune/3355801322,-1094.0,-2.0,0.0,red,2.0,1.0,6.5,1.5,1.75,1.8,2.5,0.33,2.0,6.0,0
/match/eune/3355747999,-734.0,1.0,1.0,red,0.6,4.0,2.2,2.2,7.0,2.5,2.67,2.67,1.25,2.5,0
/match/eune/3355742881,-1827.0,0.0,0.0,blue,2.5,1.25,1.6,4.33,3.0,1.0,1.6,1.6,1.67,7.0,-2
/match/eune/3355640973,3336.0,0.0,0.0,blue,3.0,3.0,1.29,2.5,0.8,1.8,11.0,0.5,11.0,2.67,0
/match/eune/3355621104,5401.0,2.0,2.0,blue,3.5,1.67,5.0,1.75,0.75,5.0,5.0,4.0,1.67,0.78,2
/match/eune/3355610223,1395.0,-1.0,2.0,blue,3.0,1.5,3.33,2.6,2.8,0.83,0.86,10.0,1.5,2.5,1
/match/eune/3355603791,150.0,-1.0,1.0,blue,0.2,3.5,5.5,1.0,2.0,2.5,3.0,6.0,2.0,7.0,0
/match/eune/3355593057,-5963.0,-1.0,-2.0,red,0.88,5.33,3.0,0.8,2.0,3.67,2.5,14.0,1.25,3.0,-2
/match/eune/3355514946,8526.0,3.0,3.0,blue,1.0,0.75,2.5,7.0,1.8,3.5,11.0,0.25,5.5,1.5,2
/match/eune/3355510305,864.0,2.0,1.0,blue,1.4,2.25,3.25,1.5,4.33,3.0,1.6,2.6,5.67,1.29,-1
/match/eune/3355499724,1864.0,3.0,2.0,blue,0.17,8.0,11.0,5.5,0.8,2.0,3.0,0.38,4.0,1.5,0
/match/eune/3355484853,-1295.0,0.0,-3.0,red,0.67,7.0,6.0,3.5,1.33,4.0,0.43,5.0,2.5,4.0,-2
/match/eune/3355492526,1165.0,-1.0,-2.0,blue,1.0,2.0,1.67,11.0,1.5,4.0,0.67,2.0,2.0,14.0,-1
/match/eune/3355450263,2916.0,3.0,0.0,red,5.0,3.5,3.0,1.14,2.67,4.0,1.4,2.5,3.0,2.5,2
/match/euw/6380802680,-5813.0,-3.0,0.0,red,4.0,1.33,1.6,12.0,2.0,1.4,0.36,6.67,0.83,6.0,2
/match/euw/6380791880,-1679.0,1.0,1.0,red,0.6,1.67,9.0,8.0,9.0,0.67,4.0,2.0,1.5,2.5,-2
/match/euw/6380784390,1772.0,5.0,-2.0,blue,3.33,0.67,3.0,5.0,2.67,0.57,0.5,7.0,2.0,2.0,2
/match/euw/6380789018,-1107.0,-1.0,-1.0,red,2.0,3.67,1.67,4.0,2.0,2.0,3.5,1.22,5.0,6.0,-2
/match/euw/6380789891,-10150.0,-4.0,-2.0,red,2.33,1.33,1.0,2.5,2.5,5.0,0.14,7.0,1.5,11.0,-2
/match/euw/6380783042,100.0,0.0,1.0,blue,4.0,1.0,5.0,0.75,3.0,2.5,3.5,3.0,2.0,1.75,2
/match/euw/6380778881,-11012.0,-4.0,-2.0,red,0.5,10.0,1.6,8.0,2.25,4.5,1.67,8.0,2.25,1.43,-2
/match/euw/6380776258,-3649.0,-3.0,0.0,red,3.0,1.0,12.0,1.4,7.5,0.67,0.5,2.33,3.5,2.0,0
/match/euw/6380772245,-3303.0,0.0,0.0,red,1.5,2.0,0.67,3.67,4.0,4.0,0.75,5.5,0.33,5.0,-2
/match/euw/6380767134,2958.0,2.0,1.0,blue,1.75,1.33,4.0,1.25,4.0,1.2,1.0,2.5,6.0,5.0,0
/match/euw/6380769023,6076.0,2.0,-1.0,blue,6.0,1.0,5.5,1.0,5.5,1.5,2.5,0.8,2.25,1.2,2
/match/euw/6380765203,-4602.0,-1.0,-1.0,red,1.6,1.8,4.0,1.4,1.0,1.67,1.4,6.0,0.75,11.0,2
/match/euw/6380764161,2616.0,0.0,0.0,blue,1.17,1.75,8.0,2.33,7.0,3.0,4.0,0.8,2.33,1.33,0
/match/euw/6380764657,-2614.0,1.0,-2.0,red,1.0,1.33,1.67,3.25,1.75,9.0,0.33,4.0,0.67,8.5,2
/match/euw/6380757382,7595.0,3.0,2.0,blue,5.5,0.14,6.5,2.25,6.5,1.0,4.5,1.25,3.0,1.29,2
/match/euw/6380752259,1969.0,1.0,0.0,blue,1.6,1.4,2.0,2.33,2.5,2.6,2.67,2.0,2.25,4.5,2
/match/euw/6380761574,-3037.0,1.0,1.0,red,2.33,4.0,1.29,3.0,1.17,2.5,1.5,2.5,2.5,3.25,0
/match/euw/6380749207,-2598.0,0.0,2.0,red,1.5,3.0,1.67,4.67,1.33,2.33,1.25,4.0,2.25,2.5,-2
/match/euw/6380741098,3761.0,3.0,-3.0,blue,1.0,2.0,6.5,3.67,6.0,1.0,1.75,1.67,5.0,2.33,2
/match/euw/6380738919,9575.0,3.0,1.0,blue,2.0,0.2,14.0,0.57,2.25,2.33,11.0,0.33,7.0,1.25,0
/match/euw/6380739687,-7958.0,-6.0,0.0,red,4.0,7.0,1.25,3.5,0.5,6.0,1.25,4.0,2.0,2.33,-2
/match/euw/6380737672,2025.0,-1.0,-1.0,blue,2.5,0.5,3.67,2.6,1.29,2.0,1.4,3.33,1.25,3.25,-2
/match/euw/6380728429,-3994.0,-1.0,-2.0,red,3.0,1.0,1.43,9.5,2.0,3.5,1.33,2.67,1.12,5.0,-2
/match/euw/6380724336,1377.0,1.0,-3.0,red,2.0,1.67,5.0,2.0,5.0,0.33,3.33,1.5,3.67,1.2,0
/match/euw/6380727149,-6449.0,0.0,0.0,red,1.8,0.83,5.0,13.0,1.2,12.0,1.0,4.0,0.57,2.25,-2
/match/euw/6380728946,2778.0,4.0,0.0,blue,0.8,2.5,4.0,1.4,1.5,2.0,2.0,0.67,3.5,8.0,2
/match/euw/6380732715,3900.0,0.0,0.0,red,2.0,1.4,2.0,2.0,4.33,1.0,2.83,0.75,9.5,1.17,2
/match/euw/6380725866,-2567.0,0.0,0.0,red,0.71,1.33,1.5,3.2,1.71,5.67,3.0,6.0,2.67,3.75,0
/match/euw/6380721914,-3540.0,-5.0,1.0,red,1.5,1.4,3.0,4.0,1.6,2.67,1.6,1.2,5.0,2.33,-2
/match/euw/6380716219,4220.0,0.0,0.0,blue,4.0,0.5,4.0,2.0,2.0,1.17,1.4,3.5,1.67,8.0,2
/match/euw/6380710235,-4807.0,-2.0,2.0,red,1.33,5.0,2.0,5.0,1.0,0.71,0.5,5.0,0.5,6.0,-2
/match/euw/6380710762,-7236.0,-3.0,-2.0,red,1.33,1.4,0.6,2.8,2.67,6.0,0.6,3.5,3.0,6.0,0
/match/euw/6380707969,-323.0,1.0,0.0,red,5.0,0.25,3.0,5.0,0.67,2.0,9.0,1.2,2.67,2.0,0
/match/euw/6380698160,-1155.0,1.0,-1.0,blue,1.0,1.0,1.67,3.0,8.0,0.5,1.5,5.0,3.0,1.8,-2
/match/euw/6380691452,5341.0,2.0,0.0,blue,3.0,2.25,1.22,2.33,1.2,1.5,4.33,1.75,4.67,2.5,0
/match/euw/6380691135,-1025.0,0.0,-1.0,red,1.25,1.0,6.0,7.0,1.5,1.0,0.71,4.0,2.67,5.0,2
/match/euw/6380690133,5751.0,3.0,-2.0,blue,3.0,2.67,1.33,2.0,7.0,1.43,2.0,5.0,2.67,1.0,2
/match/euw/6380680300,1847.0,4.0,-2.0,red,1.5,4.5,1.5,4.5,0.5,4.0,1.67,2.6,2.0,3.75,2
/match/euw/6380669219,-255.0,0.0,0.0,red,1.67,0.71,12.0,0.4,3.67,8.0,1.5,6.0,1.0,5.25,2
/match/euw/6380662383,1282.0,2.0,-2.0,red,8.0,0.0,4.0,2.25,1.8,0.8,5.0,2.0,5.0,3.0,0
/match/euw/6380659420,-4657.0,-1.0,0.0,red,0.25,4.0,1.67,2.5,6.0,2.0,0.5,7.0,1.0,6.0,-2
/match/euw/6380658433,-4238.0,-1.0,0.0,red,4.0,1.5,2.6,4.75,1.11,3.4,1.14,3.0,1.5,3.75,0
/match/euw/6380655066,-6845.0,-2.0,-2.0,red,0.2,8.0,0.67,3.67,0.33,9.0,2.0,1.67,1.25,1.33,-2
/match/euw/6380662664,-2608.0,0.0,0.0,red,4.0,1.5,2.17,2.0,4.0,5.5,5.0,2.17,1.78,2.17,-2
/match/euw/6380656643,-2261.0,-1.0,3.0,blue,1.0,2.0,4.5,2.67,1.2,4.0,3.33,0.8,14.0,1.17,-2
/match/euw/6380641167,-698.0,0.0,2.0,red,0.5,5.0,4.0,4.33,1.43,2.75,2.4,1.2,4.33,2.2,-2
/match/euw/6380643913,1028.0,0.0,0.0,blue,5.0,1.5,2.0,16.0,5.67,1.0,2.0,1.29,1.57,1.43,2
/match/euw/6380643868,-4144.0,-1.0,-1.0,red,0.0,14.0,1.25,17.0,0.6,1.67,4.0,0.75,1.6,3.33,2
/match/euw/6380646683,10324.0,3.0,-2.0,blue,8.0,0.4,4.5,1.25,1.67,0.5,3.0,3.5,5.0,3.0,2
/match/euw/6380642662,-2642.0,0.0,0.0,red,0.33,5.0,2.0,2.0,1.0,1.67,3.0,1.2,2.5,2.5,0
/match/euw/6380627029,6610.0,3.0,1.0,blue,3.0,0.0,5.5,2.5,6.0,1.33,1.0,3.33,4.0,2.4,2
/match/euw/6380628922,3152.0,2.0,-2.0,red,1.5,2.33,1.5,12.0,0.5,1.33,4.0,0.0,7.0,1.67,2
/match/euw/6380629530,1498.0,-2.0,1.0,red,5.0,0.25,4.0,1.5,2.33,1.0,2.0,9.0,1.17,10.0,-2
/match/euw/6380616303,-4456.0,-2.0,1.0,blue,0.67,8.0,1.0,1.0,3.0,5.0,2.0,1.67,4.0,1.0,0
/match/euw/6380617589,5390.0,3.0,-2.0,blue,0.0,3.0,5.5,2.0,1.75,7.0,1.67,1.1,3.5,3.67,2
/match/euw/6380606299,-1430.0,-4.0,2.0,red,6.0,1.0,7.0,1.0,1.67,3.0,5.0,0.0,6.0,0.33,-2
/match/euw/6380611486,7021.0,0.0,0.0,red,8.0,1.67,9.0,1.6,7.0,0.6,4.0,1.33,3.75,1.14,2
/match/euw/6380603241,-8499.0,-2.0,2.0,red,0.2,13.0,0.62,7.5,2.75,1.2,1.33,2.0,1.67,5.5,-2
/match/euw/6380596389,-2367.0,0.0,0.0,red,0.0,8.0,3.0,8.0,0.67,2.0,2.0,3.33,1.0,3.0,-1
/match/euw/6380600007,7010.0,3.0,2.0,blue,0.0,7.0,4.33,1.5,9.0,1.5,5.0,1.0,4.25,1.0,2
/match/euw/6380604590,7382.0,4.0,2.0,blue,1.8,1.33,6.5,4.0,1.33,1.33,5.5,2.0,3.67,2.75,1
/match/euw/6380598678,-7257.0,-4.0,2.0,red,6.0,1.33,4.0,1.6,1.6,4.5,0.86,5.5,1.33,2.75,-2
/match/euw/6380585296,-6256.0,-1.0,-2.0,red,1.5,1.67,0.86,4.4,9.0,5.0,1.2,4.0,0.78,22.0,2
/match/euw/6380595570,-741.0,1.0,0.0,red,3.0,0.0,4.5,1.5,1.5,2.0,2.0,6.0,2.5,9.0,2
/match/euw/6380584782,-6381.0,-2.0,2.0,red,1.33,1.0,2.2,4.0,12.0,0.86,1.29,3.75,1.5,4.5,-1
/match/euw/6380580181,-2112.0,0.0,-2.0,blue,1.5,0.67,0.5,15.0,3.5,1.0,0.5,5.5,0.4,8.0,-2
/match/euw/6380584460,-2232.0,0.0,1.0,red,1.0,1.0,2.75,18.0,1.14,3.4,3.25,1.5,2.0,3.5,-1
/match/euw/6380571192,-150.0,0.0,0.0,red,1.4,1.5,4.0,2.25,2.0,3.33,2.0,0.75,2.33,3.33,0
/match/euw/6380571493,4719.0,1.0,-2.0,blue,1.0,1.0,1.8,7.0,2.0,1.17,2.25,1.57,3.5,3.0,0
/match/euw/6380569572,-2195.0,0.0,-1.0,red,1.5,0.86,3.67,3.5,1.8,6.5,2.0,2.33,2.8,8.5,2
/match/euw/6380561052,-3180.0,-2.0,-1.0,red,1.5,1.0,10.0,2.25,3.5,1.5,1.0,2.33,1.2,10.0,-2
/match/euw/6380550392,-7322.0,-3.0,-1.0,blue,0.8,3.0,3.2,3.25,1.43,3.67,2.25,4.0,3.75,1.0,-2
/match/euw/6380554888,-3269.0,-1.0,0.0,blue,2.0,2.5,1.4,3.67,0.75,7.0,0.8,2.2,1.17,3.25,2
/match/euw/6380551188,-2055.0,-2.0,1.0,red,0.4,7.0,8.0,4.5,2.5,0.67,4.0,1.0,3.67,1.5,-2
/match/euw/6380545159,-5078.0,-4.0,-1.0,red,2.33,0.33,2.33,5.0,1.0,12.0,2.0,1.0,4.5,3.67,0
/match/euw/6380536413,5194.0,4.0,2.0,blue,1.2,3.5,1.67,2.33,3.0,2.0,3.0,4.0,1.5,6.0,2
/match/euw/6380529342,707.0,1.0,0.0,red,3.0,0.67,3.0,6.0,5.0,6.0,1.0,3.0,0.75,9.0,2
/match/euw/6380535509,7901.0,2.0,1.0,blue,3.0,0.25,10.0,6.0,2.67,1.25,8.0,0.5,5.0,1.33,2
/match/euw/6380531513,2952.0,0.0,2.0,blue,1.25,1.0,5.5,1.17,10.0,2.0,17.0,0.83,3.0,0.67,-2
/match/euw/6380522092,-2833.0,-3.0,-1.0,blue,0.5,3.5,3.0,2.5,6.0,2.5,3.33,1.4,2.67,1.5,-2
/match/euw/6380519148,3889.0,2.0,2.0,blue,3.0,2.0,2.75,5.0,2.75,0.62,7.0,0.67,11.0,1.2,2
/match/euw/6380515147,-5469.0,-1.0,-3.0,red,6.0,0.0,1.44,2.4,1.2,4.67,2.0,2.75,3.33,12.0,-2
/match/euw/6380516691,-911.0,-1.0,-2.0,red,1.0,1.0,1.67,6.0,0.5,1.5,1.5,2.67,1.67,1.67,2
/match/euw/6380507205,3391.0,-2.0,-3.0,red,2.6,2.25,5.33,1.0,6.0,0.8,2.0,5.5,2.5,0.67,-2
/match/euw/6380509029,-5087.0,-2.0,-2.0,red,1.5,5.0,1.75,1.5,1.0,5.0,2.0,3.0,1.75,1.4,0
/match/euw/6380507901,-5009.0,-3.0,3.0,red,5.0,0.0,2.5,3.0,1.25,4.5,2.0,3.0,3.0,1.4,0
/match/euw/6380510671,-123.0,-1.0,2.0,blue,1.0,1.17,4.0,6.0,8.0,1.6,1.25,1.25,1.14,11.0,2
/match/euw/6380503816,3221.0,4.0,-2.0,red,8.0,4.0,4.5,4.33,0.83,2.5,1.43,2.4,2.33,1.38,2
/match/euw/6380500846,7684.0,3.0,0.0,blue,0.29,2.0,5.33,1.29,6.0,4.0,3.75,1.17,9.0,1.33,2
/match/euw/6380499758,8025.0,2.0,2.0,blue,0.5,1.0,4.0,1.0,3.5,0.75,3.0,0.86,3.0,2.0,0
/match/euw/6380492315,5799.0,2.0,2.0,red,4.0,2.0,4.33,0.83,1.8,2.5,2.33,2.0,2.6,1.67,2
/match/euw/6380490182,3844.0,1.0,2.0,blue,0.4,2.5,9.0,1.75,2.0,1.33,3.5,5.0,9.0,1.67,2
/match/euw/6380491859,2311.0,-1.0,2.0,blue,3.5,1.0,7.0,1.8,6.0,1.0,1.0,2.33,2.5,1.5,-2
/match/euw/6380477243,-5242.0,-3.0,0.0,red,0.67,1.5,2.5,2.67,1.67,3.5,0.5,13.0,0.5,14.0,-2
/match/euw/6380479697,-2216.0,-1.0,-3.0,red,1.2,2.0,11.0,3.0,10.0,2.0,2.0,1.29,2.83,2.0,2
/match/euw/6380469422,-11938.0,-6.0,-1.0,red,0.33,15.0,2.0,2.5,1.4,1.0,2.2,6.0,1.5,1.8,-2
/match/euw/6380471901,-3762.0,-1.0,-1.0,red,2.0,0.6,1.0,5.0,0.88,6.5,1.2,2.0,1.75,2.75,2
/match/euw/6380470657,1634.0,3.0,0.0,red,4.5,1.33,5.0,3.33,1.0,2.25,2.0,2.25,1.4,1.57,2
/match/euw/6380468543,-6679.0,0.0,0.0,red,2.0,1.17,1.5,5.5,0.86,8.0,1.29,1.67,1.38,11.5,1
/match/euw/6380451294,9649.0,4.0,1.0,blue,8.0,0.43,8.0,1.83,4.0,1.25,2.4,1.5,4.67,1.8,2
/match/euw/6380447187,-790.0,-2.0,0.0,blue,0.0,5.0,3.67,1.67,3.25,1.8,2.6,0.86,3.0,1.75,-2
/match/euw/6380455541,3208.0,2.0,1.0,blue,2.67,3.33,4.25,2.6,2.0,3.0,6.5,1.33,4.4,1.08,2
/match/euw/6380451787,-2099.0,2.0,2.0,blue,6.0,1.5,2.33,19.0,0.8,2.67,0.4,6.0,0.38,14.0,0
/match/euw/6380442270,-870.0,2.0,-2.0,red,1.0,3.0,2.0,2.75,6.0,0.5,1.33,9.0,1.0,3.33,0
/match/euw/6380435404,1584.0,0.0,-1.0,blue,8.0,0.0,4.33,5.0,0.67,2.33,3.33,2.5,1.5,3.67,-2
/match/euw/6380440181,7327.0,3.0,-1.0,blue,1.0,3.0,3.0,1.6,2.67,0.6,4.75,2.4,3.4,1.43,1
/match/euw/6380434173,-3698.0,0.0,0.0,red,2.5,0.43,3.0,2.67,1.8,7.0,0.67,3.67,1.75,2.75,1
/match/euw/6380431170,-915.0,-1.0,-2.0,blue,0.83,2.0,6.0,3.0,2.0,2.5,1.14,3.75,0.75,3.5,2
/match/euw/6380432463,-3697.0,1.0,0.0,red,0.44,5.0,3.67,3.25,1.25,3.0,3.67,2.33,2.75,0.17,2
/match/euw/6380431568,-9001.0,-4.0,-1.0,red,1.33,2.67,3.33,4.33,1.33,1.0,2.5,2.67,1.8,1.5,1
/match/euw/6380421315,-2906.0,-2.0,0.0,red,0.75,1.0,5.5,11.0,3.0,2.0,0.5,1.33,3.0,5.5,-2
/match/euw/6380421879,-5017.0,-2.0,-3.0,red,5.0,4.0,4.5,4.0,2.33,2.0,0.62,6.0,1.33,5.0,2
/match/euw/6380419886,2299.0,3.0,0.0,red,2.5,2.0,3.0,2.8,1.5,2.33,1.0,4.33,2.25,14.0,2
/match/euw/6380424548,2304.0,-2.0,0.0,blue,5.0,1.0,6.0,0.25,3.0,2.0,1.0,1.0,5.5,0.75,-1
/match/euw/6380418597,1803.0,0.0,2.0,blue,2.0,0.0,2.0,4.0,0.75,3.5,1.5,5.0,4.0,7.0,0
/match/euw/6380404357,146.0,1.0,3.0,blue,11.0,0.33,3.0,0.67,4.0,1.33,4.5,4.0,8.0,0.83,1
/match/euw/6380403377,7660.0,2.0,1.0,blue,3.33,0.83,1.2,2.25,11.0,1.33,4.5,0.8,10.0,1.25,2
/match/euw/6380411593,20.0,0.0,-2.0,blue,3.0,0.2,2.5,13.0,1.67,9.0,1.4,1.0,1.83,2.6,0
/match/euw/6380397304,2933.0,3.0,0.0,blue,2.0,0.75,3.33,2.0,8.0,1.5,2.0,1.5,12.0,2.25,2
/match/euw/6380398876,874.0,-1.0,-1.0,red,2.0,1.75,2.4,2.0,3.0,0.75,6.0,0.33,10.0,2.5,-1
/match/euw/6380388221,-2872.0,-4.0,-2.0,blue,1.4,1.17,1.11,2.5,4.0,4.0,2.67,3.0,5.0,2.0,-1
/match/euw/6380389145,1979.0,1.0,2.0,blue,1.5,4.0,2.67,1.4,0.67,5.0,6.0,0.67,1.33,1.8,2
/match/euw/6380385350,118.0,1.0,3.0,blue,0.75,5.0,3.0,1.33,8.0,1.33,1.25,5.0,1.2,12.0,0
/match/euw/6380370435,392.0,0.0,0.0,blue,3.67,0.88,2.25,4.5,1.0,2.0,2.67,3.0,1.5,2.67,1
/match/euw/6380377685,-3141.0,-3.0,-2.0,red,3.5,3.0,1.8,1.86,3.67,9.0,0.5,5.5,2.25,6.5,-2
/match/euw/6380370213,-3570.0,-3.0,1.0,red,0.6,6.5,2.4,2.0,1.33,2.75,2.0,7.0,1.75,9.0,0
/match/euw/6380376457,234.0,1.0,0.0,red,1.0,0.4,5.0,3.25,2.67,3.33,2.14,1.12,2.43,1.11,0
/match/euw/6380372584,-127.0,-1.0,0.0,blue,0.29,1.2,2.67,3.0,3.33,3.67,2.33,6.0,6.5,0.86,0
/match/euw/6380364219,640.0,3.0,-2.0,red,3.0,1.25,1.25,9.0,1.0,7.0,0.4,6.0,1.33,7.0,0
/match/euw/6380362936,4781.0,2.0,2.0,blue,1.4,1.75,2.67,3.33,9.0,2.0,2.6,0.5,7.0,1.25,2
/match/euw/6380367571,-1921.0,-1.0,0.0,blue,1.0,2.5,2.5,4.0,1.0,2.33,6.0,1.0,3.0,4.0,0
/match/euw/6380360486,9012.0,4.0,0.0,red,3.0,0.2,8.0,0.17,12.0,1.0,2.0,2.5,5.0,6.0,2
/match/euw/6380344130,3428.0,6.0,0.0,blue,2.5,1.0,6.5,0.4,6.0,1.4,1.0,8.0,4.5,1.67,2
/match/euw/6380336243,-8498.0,-3.0,-2.0,red,0.8,2.5,1.4,7.0,1.0,7.0,2.0,1.33,2.0,1.8,-2
/match/euw/6380330329,-2156.0,-4.0,0.0,red,0.43,12.0,4.0,1.17,1.8,4.5,2.67,1.75,16.0,1.14,-2
/match/euw/6380340652,6134.0,2.0,-1.0,blue,3.5,0.67,10.0,1.33,1.5,1.33,7.0,1.0,3.5,1.5,2
/match/euw/6380337474,6427.0,3.0,0.0,blue,1.25,1.25,7.5,1.33,3.67,1.67,1.8,1.67,15.0,1.0,2
/match/euw/6380330003,-3862.0,-1.0,-2.0,red,3.0,0.22,2.0,11.0,0.5,9.0,0.5,4.67,0.67,15.0,0
/match/euw/6380331502,3076.0,2.0,-1.0,blue,1.14,1.83,3.67,1.5,7.0,2.5,2.33,6.0,3.67,1.0,2
